"CODIGOCONTRATO","NOMBRE_TIPOREGISTRO","CODIGO_ESPECIALIDAD","NOMBRE_ESPECIALIDAD","CODIGO_CATEGORIA","NOMBRE_CATEGORIA"
339914,"Consultor","4.5.","Obras Fluviales","2da","Segunda"
337734,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","A","A"
343015,"Contratista O. Menores","10 O.M.","Sondaje y Prospecciones","A","A"
346074,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
232856,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
232856,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
197240,"Sin Registro","0","Sin Especialidad","no existe","no existe"
232678,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
232678,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","A","A"
228910,"Contratista O. Menores","11 O.M.","Obras Bajo Agua","A","A"
228910,"Contratista O. Menores","18 O.M.","Seguridad Vial","A","A"
231891,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
237564,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
237564,"Contratista O. Menores","18 O.M.","Seguridad Vial","A a S","A Superior"
193856,"Contratista O. Mayores","3 M.","Montaje de Estructuras Metalicas y de Caldereria","3","Tercera"
246289,"Sin Registro","0","Sin Especialidad","no existe","no existe"
238151,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
238151,"Contratista O. Mayores","13 O.C.","Obras de Defensas Fluviales","3era B","Tercera B"
247633,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","B","B"
248018,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
256175,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
256175,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","B","B"
247939,"Consultor","3.2.","Geologia, Prospecciones y Geofisica","1a S","Primera Superior"
247939,"Consultor","4.7.","Grandes Presas","1a S","Primera Superior"
227875,"Contratista O. Mayores","3 O.C.","Pavimentos","1era","Primera"
254978,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
254978,"Contratista O. Menores","3 O.M.","Bases y Sub-Bases","A a S","A Superior"
261096,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","B","B"
261380,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","A a S","A Superior"
261380,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
260833,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","B","B"
260853,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","B","B"
262756,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
262756,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
263966,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
263966,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
224412,"Consultor","3.7.","Estudios Hidrologicos, Hidrogeologicos y Meteorologicos","3era","Tercera"
224226,"Sin Registro","0","Sin Especialidad","no existe","no existe"
224410,"Consultor","3.7.","Estudios Hidrologicos, Hidrogeologicos y Meteorologicos","3era","Tercera"
213419,"Consultor","3.5.","Modelos Hidraulicos","2da","Segunda"
213419,"Consultor","4.4.","Obras Portuarias","2da","Segunda"
224805,"Sin Registro","0","Sin Especialidad","no existe","no existe"
224810,"Sin Registro","0","Sin Especialidad","no existe","no existe"
221897,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
221897,"Contratista O. Menores","3 O.M.","Bases y Sub-Bases","A a S","A Superior"
225841,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","A a S","A Superior"
226201,"Contratista O. Mayores","13 O.C.","Obras de Defensas Fluviales","3era B","Tercera B"
225045,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
225841,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
225841,"Contratista O. Menores","22 O.M.","Revestimientos de Canales","A a S","A Superior"
225045,"Contratista O. Mayores","15 O.C.","Puentes y Cruces Desnivelados","2da","Segunda"
224743,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
224743,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
225434,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
225433,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
223648,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
223648,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","A a S","A Superior"
225045,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
230116,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","B","B"
228981,"Contratista O. Mayores","6 O.C.","Obras de Arquitectura","2da","Segunda"
232944,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era B","Tercera B"
226710,"Contratista O. Mayores","6 O.C.","Obras de Arquitectura","1era","Primera"
227727,"Contratista O. Menores","19 O.M.","Conservación Habitual de caminos y obras de regadío","B","B"
232564,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era B","Tercera B"
232584,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era A","Tercera A"
231827,"Contratista O. Menores","18 O.M.","Seguridad Vial","A","A"
227727,"Contratista O. Menores","22 O.M.","Revestimientos de Canales","B","B"
227759,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","2da","Segunda"
246468,"Sin Registro","0","Sin Especialidad","no existe","no existe"
232196,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
232196,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
247374,"Contratista O. Menores","17 O.M.","Estructuras Metálicas y de Calderería","A","A"
246934,"Otro Registro","0","Sin Especialidad","no existe","no existe"
233733,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era A","Tercera A"
249480,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
247374,"Contratista O. Menores","15 O.M.","Estructuras de Maderas","A","A"
235175,"Contratista O. Mayores","15 O.C.","Puentes y Cruces Desnivelados","3era A","Tercera A"
255552,"Otro Registro","0","Sin Especialidad","no existe","no existe"
249299,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
249331,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","A a S","A Superior"
253484,"Contratista O. Mayores","13 O.C.","Obras de Defensas Fluviales","2da","Segunda"
249696,"Sin Registro","0","Sin Especialidad","no existe","no existe"
260340,"Consultor","4.8.","Obras Sanitarias","2da","Segunda"
250638,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
262967,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
250638,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","1era","Primera"
262594,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
263132,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
262594,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
264614,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
246609,"Contratista O. Mayores","4 O.C.","Obras de Hinca de Pilotaje y Tablestacas Marítimas","2da","Segunda"
259750,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
264614,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
231440,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
225539,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
224405,"Consultor","3.7.","Estudios Hidrologicos, Hidrogeologicos y Meteorologicos","3era","Tercera"
224407,"Consultor","3.7.","Estudios Hidrologicos, Hidrogeologicos y Meteorologicos","3era","Tercera"
225539,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
226932,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
226932,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
231440,"Contratista O. Mayores","6 O.C.","Obras de Arquitectura","2da","Segunda"
224519,"Sin Registro","0","Sin Especialidad","no existe","no existe"
227170,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","B","B"
227170,"Contratista O. Menores","8 O.M.","Instalación de Agua Potable y Alcantarillado","B","B"
231266,"Consultor","4.1.","Estructuras","2da","Segunda"
231266,"Consultor","4.4.","Obras Portuarias","2da","Segunda"
257243,"Consultor","1.4.","De Riego y Recursos Hidricos","1era","Primera"
257243,"Consultor","4.3.","Obras Hidraulicas y de Riego","1era","Primera"
263220,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
263235,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
263235,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
262369,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
268785,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","B","B"
264077,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
264077,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
269301,"Contratista O. Menores","8 O.M.","Instalación de Agua Potable y Alcantarillado","A","A"
269422,"Contratista O. Menores","8 O.M.","Instalación de Agua Potable y Alcantarillado","A","A"
269420,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","A","A"
263649,"Consultor","1.1.","General (Desarrollo Multidisciplinario)","2da","Segunda"
263649,"Consultor","1.3.","De Sistemas de Transporte","2da","Segunda"
263649,"Consultor","4.9.","Obras Viales (Urbanas y Rurales)","1era","Primera"
268697,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","B","B"
263602,"Consultor","4.9.","Obras Viales (Urbanas y Rurales)","1a S","Primera Superior"
262380,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
263602,"Consultor","1.1.","General (Desarrollo Multidisciplinario)","2da","Segunda"
263602,"Consultor","1.3.","De Sistemas de Transporte","2da","Segunda"
263611,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
263611,"Contratista O. Mayores","17 O.C.","Señalización Vertical de Seguridad Vial","3era B","Tercera B"
263611,"Contratista O. Mayores","18 O.C.","Señalización Horizontal de Seguridad Vial","3era B","Tercera B"
270338,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
270338,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
182453,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","B","B"
182453,"Contratista O. Menores","8 O.M.","Instalación de Agua Potable y Alcantarillado","B","B"
182453,"Contratista O. Menores","14 O.M.","Montaje de Equipos Eléctricos","B","B"
266824,"Contratista O. Menores","19 O.M.","Conservación Habitual de caminos y obras de regadío","B","B"
268455,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
268455,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","1era","Primera"
263579,"Contratista O. Mayores","15 O.C.","Puentes y Cruces Desnivelados","1era","Primera"
270426,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
266824,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
270426,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
270342,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
272183,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","A a S","A Superior"
272183,"Contratista O. Menores","6 O.M.","Pilotaje y Tablestacado","A a S","A Superior"
272958,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
272958,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
274632,"Otro Registro","0","Sin Especialidad","no existe","no existe"
271899,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era B","Tercera B"
271890,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era A","Tercera A"
271896,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era A","Tercera A"
275297,"Sin Registro","0","Sin Especialidad","no existe","no existe"
270740,"Contratista O. Mayores","12 O.C.","Hormigones Marítimos","3era B","Tercera B"
274897,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
276888,"Sin Registro","0","Sin Especialidad","no existe","no existe"
276276,"Consultor","1.4.","De Riego y Recursos Hidricos","1era","Primera"
276276,"Consultor","4.3.","Obras Hidraulicas y de Riego","1era","Primera"
278110,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
284610,"Sin Registro","0","Sin Especialidad","no existe","no existe"
284606,"Sin Registro","0","Sin Especialidad","no existe","no existe"
263776,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
263776,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
283503,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
283503,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
283503,"Contratista O. Mayores","19 O.C.","Barreras de Seguridad y Elementos de Contención de Seguridad Vial","3era A","Tercera A"
283474,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
284061,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
284061,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
287866,"Contratista O. Menores","2 O.M.","Excavaciones con Explosivos","A","A"
276432,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
286550,"Contratista O. Menores","18 O.M.","Seguridad Vial","A a S","A Superior"
287479,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
288136,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era B","Tercera B"
277190,"Sin Registro","0","Sin Especialidad","no existe","no existe"
286305,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
286305,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era A","Tercera A"
288898,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
288898,"Contratista O. Menores","21 O.M.","Obras de Defensas Fluviales","A","A"
287417,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","B","B"
287417,"Contratista O. Menores","8 O.M.","Instalación de Agua Potable y Alcantarillado","B","B"
288301,"Otro Registro","0","Sin Especialidad","no existe","no existe"
286930,"Sin Registro","0","Sin Especialidad","no existe","no existe"
292514,"Contratista O. Menores","10 O.M.","Sondaje y Prospecciones","A","A"
289136,"Contratista O. Mayores","12 O.C.","Hormigones Marítimos","3era A","Tercera A"
248663,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","2da","Segunda"
291770,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
282892,"Sin Registro","0","Sin Especialidad","no existe","no existe"
291761,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
291856,"Contratista O. Mayores","15 O.C.","Puentes y Cruces Desnivelados","3era A","Tercera A"
291820,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
291820,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
291821,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
291821,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
291113,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
291113,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
299016,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
279045,"Contratista O. Menores","16 O.M.","Montaje de Equipos Mecánicos","A a S","A Superior"
291729,"Consultor","1.3.","De Sistemas de Transporte","2da","Segunda"
291729,"Consultor","4.9.","Obras Viales (Urbanas y Rurales)","1a S","Primera Superior"
298064,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
291729,"Consultor","1.1.","General (Desarrollo Multidisciplinario)","2da","Segunda"
277509,"Contratista O. Mayores","4 O.C.","Obras de Hinca de Pilotaje y Tablestacas Marítimas","2da","Segunda"
292622,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
299174,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
